sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,month,day_of_week
123.028,0.0854361111111111,0.0,0.582,0.062,0.0,0.066,348599.94,4713.6,0.0,345.0,2619.0,10,3
104.348,0.0724638888888888,0.0,0.31,0.0,0.184,0.064,347514.87,5423.6,0.0,312.0,10483.0,10,4
113.672,0.0789388888888888,0.0,0.33,0.184,0.084,0.058,348206.74,3781.0,0.0,344.0,1939.0,11,5
120.472,0.0836611111111111,0.0,0.378,0.084,0.056,0.062,348704.27,4124.2,0.0,346.0,2824.0,11,6
115.248,0.0800333333333333,0.0,0.322,0.058,0.0,0.062,348141.77,3837.6,963.0,347.0,1892.0,11,0
121.476,0.0843583333333333,0.0,0.488,0.0,0.056,0.068,346755.52,6699.4,0.0,6214.0,4106.0,11,1
257.82,0.1790416666666666,0.0,0.886,0.078,0.076,0.12,344852.31,13304.4,7597.0,10409.0,8362.0,11,2
181.468,0.1260194444444444,0.0,0.634,0.068,0.102,0.098,346161.91,6806.4,1033.0,430.0,6734.0,11,3
109.988,0.0763805555555555,0.0,0.568,0.102,0.056,0.062,345242.57,6846.6,1032.0,389.0,10421.0,11,4
133.168,0.0924777777777777,0.0,0.63,0.06,0.158,0.073,344603.56,7350.8,1114.0,3271.0,6069.0,11,5
210.946,0.1464902777777778,0.0,0.674,0.084,0.092,0.108,343373.86,10974.2,6301.0,661.0,14348.0,11,6
155.49,0.1084309623430962,0.0,0.682,0.094,0.136,0.076,343661.32,8858.6,1023.0,355.0,10285.0,11,0
128.08,0.0889444444444444,0.0,0.536,0.136,0.086,0.072,345425.32,10344.0,2475.0,2288.0,14651.0,11,1
158.816,0.110442280945758,0.0,0.602,0.084,0.056,0.08,345676.45,9129.4,1066.0,2712.0,9430.0,11,2
125.424,0.0871,0.0,0.68,0.058,0.05,0.064,347901.01,5223.2,0.0,338.0,6315.0,11,3
127.894,0.0888152777777777,0.0,0.626,0.05,0.186,0.066,347071.42,6848.0,2092.0,325.0,9929.0,11,4
165.16,0.1146944444444444,0.0,0.698,0.186,0.0,0.07,343633.13,12907.0,3952.0,3799.0,15635.0,11,5
163.13,0.1132847222222222,0.0,0.62,0.0,0.054,0.088,346311.56,9963.4,4791.0,1829.0,8945.0,11,6
118.874,0.0825513888888888,0.0,0.422,0.06,0.088,0.062,347234.3,6353.4,0.0,378.0,10590.0,11,0
139.282,0.0967236111111111,0.0,0.576,0.09,0.07,0.064,345458.94,7404.2,1079.0,369.0,11204.0,11,1
166.452,0.1155916666666666,0.0,0.818,0.07,0.07,0.076,346377.05,7794.6,1737.0,3026.0,8704.0,11,2
121.192,0.0841611111111111,0.0,0.442,0.07,0.0,0.068,345338.09,7177.6,1034.0,347.0,7732.0,11,3
127.554,0.0885791666666666,0.0,0.574,0.0,0.086,0.068,345496.8,7123.0,1039.0,348.0,10396.0,11,4
124.868,0.0867138888888888,0.0,0.59,0.084,0.118,0.068,345213.81,7271.4,1093.0,882.0,8320.0,11,5
206.944,0.143810979847116,0.0,0.646,0.118,0.0,0.114,344136.08,14463.6,3631.0,8823.0,10272.0,11,6
121.618,0.0844569444444444,0.0,0.48,0.0,0.064,0.074,346117.66,13371.0,1063.0,510.0,13378.0,11,0
150.564,0.1045583333333333,0.0,0.57,0.064,0.058,0.072,346940.07,11266.4,3010.0,345.0,10471.0,11,1
119.996,0.0833305555555555,0.0,0.472,0.058,0.0,0.07,349057.29,6273.2,909.0,304.0,10002.0,11,2
126.218,0.0876513888888888,0.0,0.56,0.052,0.08,0.072,347673.62,9851.2,2491.0,330.0,12440.0,11,3
128.426,0.0891847222222222,0.0,0.626,0.08,0.08,0.068,350015.78,7789.8,1113.0,295.0,11361.0,11,4
166.51,0.1156319444444444,0.0,0.702,0.088,0.078,0.081,347386.69,10157.2,5268.0,2392.0,12386.0,11,5
170.904,0.1186833333333333,0.0,0.65,0.078,0.088,0.084,349019.37,10016.0,1161.0,3481.0,11474.0,11,6
118.678,0.0824152777777777,0.0,0.342,0.138,0.062,0.066,350562.01,6852.2,1085.0,309.0,9013.0,12,0
145.908,0.1013249999999999,0.0,0.76,0.06,0.088,0.07,350466.29,7509.8,0.0,304.0,11343.0,12,1
124.722,0.0866125,0.0,0.53,0.088,0.064,0.07,350472.57,7300.2,1137.0,302.0,9664.0,12,2
113.99,0.0791597222222222,0.0,0.36,0.062,0.074,0.066,350586.92,7234.2,1085.0,281.0,11314.0,12,3
120.026,0.0833513888888888,0.0,0.598,0.18,0.076,0.066,349885.31,8593.4,831.0,310.0,9852.0,12,4
188.144,0.1306555555555555,0.0,0.796,0.074,0.146,0.09,347236.65,10596.0,4005.0,5749.0,9048.0,12,5
180.224,0.1251555555555555,0.0,0.582,0.142,0.15,0.092,348823.5,10306.6,3294.0,310.0,13627.0,12,6
120.782,0.0838763888888888,0.0,0.52,0.148,0.048,0.066,350973.53,7751.8,1117.0,296.0,13256.0,12,0
132.516,0.092025,0.0,0.598,0.048,0.048,0.07,350720.14,8291.0,1985.0,2553.0,12886.0,12,1
137.006,0.1000043795620437,0.0,0.63,0.052,0.08,0.076,333596.17,8726.2,1128.0,4144.0,10889.0,12,2
114.916,0.0798027777777777,0.0,0.558,0.086,0.062,0.064,350522.44,5935.6,1160.0,273.0,7979.0,12,3
139.342,0.0967652777777777,0.0,0.674,0.062,0.048,0.07,349981.95,7519.2,1157.0,255.0,12154.0,12,4
163.278,0.1133874999999999,0.0,0.744,0.048,0.0,0.07,347815.51,7663.4,2186.0,261.0,9271.0,12,5
164.014,0.1138986111111111,0.0,0.572,0.052,0.0,0.092,347936.83,8469.4,3742.0,2497.0,5415.0,12,6
113.744,0.0789888888888888,0.0,0.586,0.0,0.0,0.067,349976.45,7475.0,1178.0,252.0,9668.0,12,0
114.598,0.0795819444444444,0.0,0.61,0.0,0.0,0.068,351187.06,7477.4,0.0,253.0,11334.0,12,1
136.216,0.0945944444444444,0.0,0.714,0.0,0.048,0.068,350371.46,8755.6,4251.0,284.0,10813.0,12,2
118.07,0.0819930555555555,0.0,0.436,0.052,0.244,0.07,349717.05,7184.6,1125.0,258.0,11293.0,12,3
132.154,0.0917736111111111,0.0,0.768,0.23,0.248,0.064,348287.29,7891.4,1538.0,296.0,11773.0,12,4
160.69,0.1116678248783877,0.0,0.584,0.25,0.08,0.078,349052.47,9353.2,1132.0,6479.0,12819.0,12,5
135.072,0.0938,0.0,0.52,0.136,0.332,0.068,348076.92,11034.2,1099.0,9189.0,14816.0,12,6
124.87,0.0867152777777777,0.0,0.732,0.336,0.26,0.064,348284.87,8434.2,2157.0,391.0,10433.0,12,0
151.08,0.1049166666666666,0.0,0.696,0.26,0.0,0.088,348149.59,7561.0,2666.0,2115.0,8326.0,12,1
115.318,0.0800819444444444,0.0,0.514,0.0,0.2,0.066,351303.3,5232.4,0.0,364.0,9981.0,12,2
116.882,0.0811680555555555,0.0,0.714,0.202,0.0,0.068,350255.61,4375.6,0.0,285.0,3598.0,12,3
124.222,0.0862652777777777,0.0,0.652,0.0,0.068,0.07,351869.27,5041.0,1121.0,279.0,7796.0,12,4
118.132,0.0820361111111111,0.0,0.432,0.066,0.25,0.072,350369.13,12141.8,0.0,244.0,12209.0,12,5
112.248,0.07795,0.0,0.42,0.252,0.048,0.066,352166.95,6364.8,1953.0,217.0,5291.0,12,6
91.638,0.0636375,0.0,0.348,0.048,0.0,0.06,352734.85,2273.6,0.0,218.0,2480.0,12,0
113.206,0.0786152777777777,0.0,0.628,0.0,0.06,0.068,352278.96,4898.6,0.0,245.0,7145.0,12,1
129.272,0.0897722222222222,0.0,0.4,0.058,0.062,0.07,350347.13,8190.2,2975.0,246.0,11860.0,12,2
